customer_id,first_name,last_name,id_number,date_of_birth,gender,email,phone,province,city,registration_date,customer_segment,kyc_status,risk_rating,is_active
C0149,Sipho,Naidoo,6603040195083,1961-09-23,M,sipho_naidoo703@icloud.com,+27842409947,North West,Rustenburg,2020-10-21,CORPORATE,VERIFIED,HIGH,True
C0150,Dumisani,Mabaso,2606040699180,1965-01-26,F,dumisani_mabaso31@icloud.com,+27738158234,KwaZulu-Natal,Durban,2018-11-16,RETAIL,PENDING,LOW,True
C0151,Palesa,Dlamini,8609160999084,1984-05-12,M,palesa.dlamini659@icloud.com,+27795180005,Eastern Cape,Makhanda,2015-06-09,CORPORATE,VERIFIED,LOW,True
C0152,Mthunzi,Govender,0501119783080,1975-03-16,M,mthunzigovender367@icloud.com,+27824905100,Northern Cape,Upington,2018-07-31,RETAIL,VERIFIED,LOW,True
C0153,Lerato,Chauke,2507122846083,2003-02-27,F,leratochauke29@outlook.com,+27723384080,Eastern Cape,Makhanda,2019-03-23,PRIVATE_WEALTH,VERIFIED,HIGH,True
C0154,Lindiwe,Botha,9804018625180,1979-10-06,M,lindiwe_botha735@yahoo.com,+27656428919,Gauteng,Johannesburg,2016-05-02,RETAIL,VERIFIED,HIGH,True
C0155,Bheki,Cele,2107191655184,1978-12-11,M,bhekicele972@yahoo.com,+27749173859,Limpopo,Polokwane,2022-02-12,RETAIL,EXPIRED,MEDIUM,False
C0156,Nhlanhla,Khumalo,2205052911089,1985-02-17,M,nhlanhlakhumalo326@yahoo.com,+27834706007,KwaZulu-Natal,Ballito,2017-05-02,CORPORATE,VERIFIED,MEDIUM,True
C0157,Khethukuthula,Mokoena,0804081110184,1959-09-11,M,khethukuthula_mokoena449@gmail.com,+27743790695,Western Cape,Paarl,2024-04-14,RETAIL,VERIFIED,LOW,True
C0158,Thandeka,Mabaso,2501100328184,1959-05-25,M,thandeka.mabaso910@outlook.com,+27733699529,Eastern Cape,Port Elizabeth,2016-09-06,PREMIUM,PENDING,LOW,True
C0159,Thandeka,Mahlangu,0510142573081,1979-09-15,M,thandeka_mahlangu714@yahoo.com,+27815450404,Gauteng,Centurion,2021-04-25,RETAIL,VERIFIED,LOW,True
C0160,Mthunzi,Mkhize,6505279833183,1958-09-14,M,mthunzi.mkhize654@yahoo.com,+27692374659,Gauteng,Sandton,2025-08-15,PRIVATE_WEALTH,VERIFIED,LOW,True
C0161,Themba,Zulu,8406067303084,1989-06-14,F,themba.zulu858@outlook.com,+27682034137,Northern Cape,Upington,2018-05-23,PREMIUM,VERIFIED,LOW,True
C0162,Anele,Maharaj,8409148773189,1971-02-21,F,anele.maharaj405@outlook.com,+27619423864,Eastern Cape,Makhanda,2026-08-04,PRIVATE_WEALTH,VERIFIED,MEDIUM,True
C0163,Dumisani,Mokoena,0401141283183,1963-04-08,F,dumisanimokoena937@outlook.com,+27622460078,KwaZulu-Natal,Pietermaritzburg,2023-09-15,PREMIUM,VERIFIED,MEDIUM,True
C0164,Thabo,Mabaso,6903199632081,2000-06-25,M,thabomabaso902@outlook.com,+27727893590,Northern Cape,Upington,2020-12-03,RETAIL,VERIFIED,MEDIUM,True
C0165,Busisiwe,Naidoo,8112080807184,1983-06-01,M,busisiwe_naidoo319@outlook.com,+27689248001,KwaZulu-Natal,Ballito,2017-03-15,CORPORATE,VERIFIED,LOW,True
C0166,Khethukuthula,Sithole,7307247937180,1996-03-24,M,khethukuthula_sithole727@gmail.com,+27797767679,Mpumalanga,Nelspruit,2018-01-16,PREMIUM,VERIFIED,LOW,True
C0167,Sibusiso,Radebe,6306233262185,1991-08-25,F,sibusisoradebe32@gmail.com,+27677248955,Gauteng,Pretoria,2025-12-18,PREMIUM,VERIFIED,MEDIUM,True
C0168,Nhlanhla,Govender,2202100449180,1964-08-13,M,nhlanhlagovender231@yahoo.com,+27665514473,KwaZulu-Natal,Umhlanga,2024-03-08,PREMIUM,PENDING,HIGH,True
C0169,Thandeka,Shabalala,0004099967184,1988-01-09,F,thandeka_shabalala259@outlook.com,+27668829893,KwaZulu-Natal,Pietermaritzburg,2021-10-11,PREMIUM,VERIFIED,LOW,True
C0170,Nosipho,Petersen,6608035509185,1974-11-03,F,nosipho.petersen154@outlook.com,+27795031599,Limpopo,Tzaneen,2016-04-10,PRIVATE_WEALTH,VERIFIED,MEDIUM,True
C0171,Kagiso,Maseko,0807136361089,2001-04-27,M,kagisomaseko731@outlook.com,+27679969688,Gauteng,Centurion,2025-09-02,CORPORATE,VERIFIED,LOW,True
C0172,Nokukhanya,Mokoena,2305249159085,1958-01-05,M,nokukhanya.mokoena763@outlook.com,+27698054359,Free State,Bloemfontein,2022-06-07,RETAIL,VERIFIED,LOW,True
C0173,Lerato,Cele,1602286253186,1954-11-07,M,lerato.cele351@yahoo.com,+27748676774,Western Cape,George,2018-03-19,RETAIL,VERIFIED,MEDIUM,True
C0174,Lindiwe,Pillay,0603192595181,1961-08-11,F,lindiwe_pillay440@icloud.com,+27787430982,Gauteng,Johannesburg,2015-02-08,RETAIL,VERIFIED,LOW,True
C0175,Khethukuthula,Chauke,6011244076085,1977-12-31,M,khethukuthula_chauke516@gmail.com,+27826135759,Northern Cape,Kimberley,2018-09-30,RETAIL,VERIFIED,HIGH,True
C0176,Bheki,Williams,2103118031183,1964-10-16,F,bheki.williams230@gmail.com,+27644543184,Northern Cape,Upington,2015-06-29,PREMIUM,VERIFIED,LOW,True
C0177,Nomsa,Naidoo,0111040323081,1987-05-23,F,nomsa.naidoo561@icloud.com,+27688959049,Free State,Bloemfontein,2018-06-08,RETAIL,VERIFIED,LOW,True
C0178,Mandla,Petersen,2203141718084,1960-03-24,M,mandla.petersen624@icloud.com,+27665412305,Northern Cape,Upington,2019-07-11,RETAIL,VERIFIED,LOW,True
C0179,Ayanda,Mahlangu,6011031809182,1958-01-30,M,ayanda_mahlangu660@gmail.com,+27678663014,North West,Mahikeng,2021-08-22,RETAIL,VERIFIED,MEDIUM,True
C0180,Siyabonga,Govender,0301012267085,1982-01-28,F,siyabonga_govender900@hotmail.com,+27627251562,Limpopo,Tzaneen,2022-09-08,RETAIL,VERIFIED,HIGH,True
C0181,Lwazi,Mahlangu,2503042171082,1959-04-22,F,lwazi_mahlangu822@hotmail.com,+27828351152,North West,Mahikeng,2019-01-24,PREMIUM,VERIFIED,MEDIUM,True
C0182,Kagiso,Botha,1401034286180,1997-01-31,M,kagisobotha536@outlook.com,+27832597897,North West,Rustenburg,2024-09-15,PREMIUM,VERIFIED,LOW,True
C0183,Lwazi,Mkhize,7009287688182,1956-09-19,F,lwazi.mkhize339@outlook.com,+27681844744,Northern Cape,Kimberley,2026-05-15,RETAIL,VERIFIED,LOW,True
C0184,Precious,Van der Merwe,1406048148081,1986-03-12,F,preciousvandermerwe563@gmail.com,+27602524974,North West,Rustenburg,2021-10-31,PRIVATE_WEALTH,VERIFIED,MEDIUM,True
C0185,Andile,Govender,1009259829185,1990-08-07,M,andilegovender228@gmail.com,+27606727022,Gauteng,Pretoria,2022-12-19,PRIVATE_WEALTH,EXPIRED,LOW,True
C0186,Mandla,Dlamini,8602093209081,1985-04-01,M,mandla.dlamini734@icloud.com,+27712808009,KwaZulu-Natal,Ballito,2024-04-18,RETAIL,VERIFIED,MEDIUM,True
C0187,Dumisani,Van der Merwe,0009240795189,1993-04-29,M,dumisani.vandermerwe749@hotmail.com,+27642737347,Northern Cape,Kimberley,2023-09-09,PREMIUM,VERIFIED,LOW,True
C0188,Vusi,Williams,1005152185086,2004-01-21,F,vusi_williams729@hotmail.com,+27814646403,Eastern Cape,East London,2019-07-04,RETAIL,VERIFIED,MEDIUM,False
C0189,Kagiso,Mahlangu,2406187870188,1975-08-27,F,kagisomahlangu110@gmail.com,+27607389943,KwaZulu-Natal,Umhlanga,2018-04-05,RETAIL,VERIFIED,LOW,True
C0190,Siyabonga,Petersen,2205078866085,1990-08-09,M,siyabongapetersen758@hotmail.com,+27814763253,Free State,Bloemfontein,2023-09-21,RETAIL,VERIFIED,MEDIUM,True
C0191,Lerato,Shabalala,2511119046080,1972-07-19,M,lerato_shabalala850@hotmail.com,+27677169672,Mpumalanga,Witbank,2019-05-29,PREMIUM,EXPIRED,LOW,True
C0192,Bongani,Mokoena,1305184329082,2002-05-24,F,bongani_mokoena478@gmail.com,+27641670091,KwaZulu-Natal,Durban,2018-06-13,CORPORATE,VERIFIED,MEDIUM,True
C0193,Nompumelelo,Botha,8009083012088,1964-04-19,F,nompumelelobotha414@hotmail.com,+27626862008,Northern Cape,Upington,2019-12-18,PRIVATE_WEALTH,VERIFIED,LOW,True
C0194,Bheki,Botha,8208083994085,1984-03-19,M,bheki_botha554@icloud.com,+27691414493,Northern Cape,Kimberley,2026-08-05,PRIVATE_WEALTH,VERIFIED,MEDIUM,True
C0195,Nomsa,Ngcobo,0303258814081,1968-11-28,M,nomsa.ngcobo211@icloud.com,+27818302077,Eastern Cape,East London,2016-08-13,PREMIUM,VERIFIED,LOW,True
C0196,Zanele,Zulu,1702193729186,1984-10-24,F,zanele_zulu324@icloud.com,+27607534756,Gauteng,Pretoria,2017-08-27,PREMIUM,VERIFIED,MEDIUM,True
C0197,Mbali,Dlamini,0305264937084,1989-04-07,F,mbalidlamini32@icloud.com,+27783622672,Western Cape,Paarl,2019-12-07,RETAIL,VERIFIED,MEDIUM,True
C0198,Palesa,Ngcobo,1703040684089,2003-07-13,F,palesangcobo970@hotmail.com,+27626111869,Limpopo,Polokwane,2019-09-17,PREMIUM,PENDING,LOW,True
C0199,Nosipho,Mkhize,7604042971088,1991-05-20,M,nosiphomkhize69@outlook.com,+27682647562,KwaZulu-Natal,Pietermaritzburg,2019-06-06,PREMIUM,VERIFIED,LOW,True
C0200,Nokuthula,Ndlovu,1008155379189,1963-09-03,F,nokuthula_ndlovu173@outlook.com,+27606254872,Free State,Bloemfontein,2020-07-09,PREMIUM,VERIFIED,MEDIUM,True
C0201,Zinhle,Mkhize,1105169038082,2004-06-03,M,zinhle.mkhize913@outlook.com,+27814295580,Limpopo,Tzaneen,2020-11-26,PREMIUM,VERIFIED,MEDIUM,True
C0202,Nosipho,Abrahams,2410070600188,1998-06-02,F,nosipho_abrahams402@yahoo.com,+27675882155,Gauteng,Midrand,2018-01-01,RETAIL,VERIFIED,LOW,True
C0203,Nokuthula,Cele,0510192395185,1953-08-17,M,nokuthula.cele65@icloud.com,+27687198093,KwaZulu-Natal,Pietermaritzburg,2020-04-01,RETAIL,VERIFIED,HIGH,True
C0204,Thandeka,Shabalala,8002238542184,2001-11-29,M,thandekashabalala388@icloud.com,+27722305896,North West,Rustenburg,2026-08-03,RETAIL,EXPIRED,LOW,True
C0205,Nhlanhla,Botha,0408063768088,1975-03-12,M,nhlanhla.botha162@yahoo.com,+27722985251,North West,Rustenburg,2020-03-01,RETAIL,VERIFIED,LOW,True
C0206,Thandeka,Molefe,6203199705082,1995-12-29,M,thandeka.molefe58@hotmail.com,+27655332877,KwaZulu-Natal,Ballito,2019-01-14,PREMIUM,VERIFIED,HIGH,True
C0207,Siyabonga,Zulu,1508063594189,1962-10-21,M,siyabongazulu524@hotmail.com,+27683813903,Eastern Cape,East London,2022-09-08,CORPORATE,VERIFIED,LOW,True
C0208,Kagiso,Ndlovu,1611142450082,1992-09-10,M,kagisondlovu771@hotmail.com,+27632563468,Gauteng,Pretoria,2025-10-25,PREMIUM,PENDING,LOW,True
C0209,Nonhlanhla,Du Plessis,2209143759186,1981-06-12,M,nonhlanhla.duplessis261@icloud.com,+27784900918,Mpumalanga,Witbank,2016-11-17,RETAIL,PENDING,LOW,True
C0210,Thabo,Jacobs,1211075175185,1959-07-25,M,thabojacobs600@icloud.com,+27685383935,Northern Cape,Kimberley,2024-07-01,PREMIUM,VERIFIED,HIGH,True
C0211,Ayanda,Maharaj,9509164157189,1980-11-22,F,ayandamaharaj122@yahoo.com,+27678492618,Northern Cape,Upington,2018-08-18,RETAIL,VERIFIED,MEDIUM,True
C0212,Lerato,Mokoena,2603169834181,1955-10-01,F,lerato_mokoena82@yahoo.com,+27831633429,Mpumalanga,Nelspruit,2023-08-15,CORPORATE,VERIFIED,MEDIUM,True
C0213,Lerato,Chauke,0611268489183,1953-01-06,M,lerato.chauke691@hotmail.com,+27617035435,KwaZulu-Natal,Ballito,2020-05-13,PREMIUM,EXPIRED,LOW,True
C0214,Thandiwe,Govender,1601241124088,1975-07-11,F,thandiwe_govender232@outlook.com,+27834263591,Mpumalanga,Witbank,2025-03-14,CORPORATE,VERIFIED,LOW,True
C0215,Mandla,Pretorius,0309098813187,1983-10-31,F,mandla_pretorius985@yahoo.com,+27768729606,Western Cape,Paarl,2015-08-13,RETAIL,VERIFIED,LOW,True
C0216,Mpho,Petersen,1109180159183,1975-10-10,M,mphopetersen767@icloud.com,+27712275551,Eastern Cape,East London,2019-01-02,RETAIL,VERIFIED,MEDIUM,True
C0217,Sibusiso,Botha,0804083322089,1981-12-10,M,sibusiso.botha943@gmail.com,+27629265544,Eastern Cape,Port Elizabeth,2015-02-24,PREMIUM,VERIFIED,LOW,True
C0218,Khethukuthula,Botha,9205133638080,1997-03-02,F,khethukuthulabotha34@icloud.com,+27796826541,Free State,Welkom,2023-10-31,PRIVATE_WEALTH,VERIFIED,LOW,True
C0219,Bheki,Van der Merwe,7307191650185,2004-12-22,F,bhekivandermerwe270@yahoo.com,+27675519920,Limpopo,Polokwane,2025-07-28,CORPORATE,VERIFIED,LOW,True
C0220,Vusi,Mahlangu,0808069361089,1970-07-04,M,vusi.mahlangu569@outlook.com,+27747390162,Limpopo,Tzaneen,2019-05-26,RETAIL,EXPIRED,LOW,True
C0221,Lindiwe,Maharaj,2009185172184,1972-07-07,M,lindiwe.maharaj708@icloud.com,+27652007243,North West,Rustenburg,2019-11-01,PRIVATE_WEALTH,VERIFIED,MEDIUM,True
C0222,Andile,Sithole,2505120324181,1981-07-01,M,andilesithole666@hotmail.com,+27843928275,Limpopo,Tzaneen,2021-05-20,RETAIL,VERIFIED,LOW,True
C0223,Zanele,Naidoo,0403215527189,2001-04-14,F,zanele.naidoo166@gmail.com,+27714828861,Free State,Welkom,2022-01-12,RETAIL,VERIFIED,LOW,True
C0224,Busisiwe,Zwane,1608142741080,1961-03-21,M,busisiwezwane718@outlook.com,+27624532803,North West,Mahikeng,2018-09-29,RETAIL,VERIFIED,HIGH,True
C0225,Lerato,Nkosi,9903036387183,1972-03-12,F,leratonkosi130@icloud.com,+27649837269,Mpumalanga,Nelspruit,2018-10-29,RETAIL,VERIFIED,MEDIUM,True
C0226,Thandeka,Van der Merwe,0412182900189,1989-01-09,F,thandeka_vandermerwe553@outlook.com,+27672502467,Northern Cape,Upington,2024-11-28,RETAIL,VERIFIED,LOW,True
C0227,Bheki,Radebe,9401238059184,1950-10-27,F,bhekiradebe237@outlook.com,+27607268704,KwaZulu-Natal,Umhlanga,2019-03-25,RETAIL,VERIFIED,LOW,True
C0228,Lwazi,Radebe,8711088464184,1997-09-21,F,lwazi.radebe874@icloud.com,+27624060284,Mpumalanga,Nelspruit,2018-01-24,RETAIL,VERIFIED,MEDIUM,True
C0229,Mthunzi,Molefe,9401061675184,1961-03-21,F,mthunzi.molefe93@gmail.com,+27641247041,Limpopo,Polokwane,2026-01-26,RETAIL,VERIFIED,MEDIUM,True
C0230,Zinhle,Van der Merwe,6901096429088,1992-03-06,M,zinhle_vandermerwe837@yahoo.com,+27731211652,Gauteng,Sandton,2017-09-26,CORPORATE,VERIFIED,LOW,False
C0231,Nokuthula,Maseko,2402173415186,1978-01-01,F,nokuthulamaseko746@yahoo.com,+27619739692,Gauteng,Pretoria,2017-09-27,RETAIL,VERIFIED,LOW,True
C0232,Ayanda,Ndlovu,0003264523086,1971-10-23,M,ayandandlovu803@gmail.com,+27783600333,Eastern Cape,Makhanda,2023-05-01,PREMIUM,VERIFIED,LOW,True
C0233,Andile,Shabalala,0412181759087,1970-11-16,F,andileshabalala775@hotmail.com,+27728360481,Gauteng,Johannesburg,2019-04-30,RETAIL,VERIFIED,MEDIUM,True
C0234,Nomsa,Botha,1504193057185,1992-01-09,F,nomsabotha165@hotmail.com,+27629911007,North West,Mahikeng,2018-06-23,RETAIL,VERIFIED,LOW,True
C0235,Nosipho,Naidoo,1110085254088,1984-10-06,M,nosiphonaidoo510@hotmail.com,+27813585897,KwaZulu-Natal,Durban,2021-05-08,RETAIL,VERIFIED,LOW,True
C0236,Bongani,Dlamini,0602163139080,2001-03-24,F,bonganidlamini639@icloud.com,+27825293936,KwaZulu-Natal,Pietermaritzburg,2016-02-07,RETAIL,VERIFIED,LOW,False
C0237,Ayanda,Abrahams,2001129142185,1955-03-26,F,ayanda.abrahams752@hotmail.com,+27626098672,North West,Rustenburg,2016-09-30,CORPORATE,EXPIRED,LOW,True
C0238,Anele,Naidoo,0710212931181,2001-09-22,F,anelenaidoo682@icloud.com,+27742746548,Eastern Cape,Port Elizabeth,2018-09-28,PREMIUM,VERIFIED,LOW,True
C0239,Anele,Williams,1706286090186,1979-01-07,M,anelewilliams220@hotmail.com,+27735262908,North West,Mahikeng,2023-01-28,CORPORATE,VERIFIED,LOW,True
C0240,Siyabonga,Williams,7901103635085,1951-12-13,F,siyabongawilliams570@hotmail.com,+27823595683,Gauteng,Midrand,2017-02-11,RETAIL,VERIFIED,LOW,True
C0241,Mbali,Khumalo,0210139323081,1979-02-17,F,mbali_khumalo846@yahoo.com,+27822599943,Eastern Cape,East London,2021-09-26,RETAIL,VERIFIED,LOW,True
C0242,Andile,Govender,0304249868086,1954-11-09,F,andile.govender327@hotmail.com,+27813509536,Mpumalanga,Witbank,2022-05-01,PREMIUM,VERIFIED,LOW,True
C0243,Thandiwe,Van der Merwe,7807052165181,1992-09-09,M,thandiwe_vandermerwe269@hotmail.com,+27627686174,Northern Cape,Kimberley,2026-04-03,RETAIL,VERIFIED,MEDIUM,True
C0244,Sibusiso,Botha,2309083970084,1988-08-01,F,sibusiso.botha116@hotmail.com,+27748105832,Mpumalanga,Nelspruit,2023-03-12,RETAIL,VERIFIED,LOW,True
C0245,Nompumelelo,Mokoena,1401273825085,1963-12-30,M,nompumelelomokoena56@gmail.com,+27673477610,Limpopo,Tzaneen,2021-06-14,RETAIL,VERIFIED,LOW,True
C0246,Sipho,Pillay,0609174237189,1962-09-06,M,siphopillay928@icloud.com,+27791729507,Eastern Cape,Makhanda,2020-09-23,RETAIL,VERIFIED,MEDIUM,True
C0247,Lerato,Van der Merwe,0811285901080,1976-03-29,F,lerato_vandermerwe521@yahoo.com,+27636292472,Gauteng,Johannesburg,2025-11-14,PRIVATE_WEALTH,VERIFIED,LOW,True
C0248,Precious,Pretorius,9305118027182,1951-08-26,F,precious_pretorius641@outlook.com,+27694962858,Gauteng,Johannesburg,2026-03-30,RETAIL,VERIFIED,LOW,True
C0249,Sipho,Pretorius,8511051438188,2004-12-11,M,sipho.pretorius587@icloud.com,+27648154895,Free State,Bloemfontein,2022-01-03,CORPORATE,VERIFIED,LOW,True
C0250,Kagiso,Jacobs,0912238582086,1963-01-09,M,kagiso.jacobs571@outlook.com,+27812986209,Northern Cape,Kimberley,2019-02-17,RETAIL,PENDING,MEDIUM,True
C0251,Vusi,Maharaj,2611244485083,1959-07-31,M,vusi.maharaj781@yahoo.com,+27835477211,Free State,Welkom,2020-03-06,PREMIUM,VERIFIED,LOW,True
C0252,Thandeka,Mkhize,1103286348187,1962-05-04,M,thandeka.mkhize34@yahoo.com,+27741251897,Northern Cape,Upington,2021-01-19,CORPORATE,VERIFIED,MEDIUM,True
C0253,Ayanda,Zulu,1512117496086,1986-04-28,M,ayandazulu845@hotmail.com,+27736249548,KwaZulu-Natal,Ballito,2023-11-03,PREMIUM,VERIFIED,LOW,True
C0254,Nomsa,Du Plessis,0104178812180,2000-01-13,F,nomsaduplessis986@hotmail.com,+27614185160,Western Cape,George,2021-07-13,RETAIL,PENDING,MEDIUM,True
C0255,Tshepo,Maharaj,0408277400088,1960-02-26,M,tshepomaharaj560@hotmail.com,+27647594565,Free State,Bloemfontein,2024-04-10,RETAIL,VERIFIED,LOW,True
C0256,Sibusiso,Zwane,7012242024081,1990-04-26,F,sibusisozwane725@gmail.com,+27739584338,North West,Rustenburg,2018-08-02,RETAIL,VERIFIED,MEDIUM,False
C0257,Sandile,Cele,0512026874184,1990-01-13,F,sandile.cele921@yahoo.com,+27644403286,KwaZulu-Natal,Pietermaritzburg,2015-01-29,PREMIUM,VERIFIED,LOW,True
C0258,Anele,Mabaso,0704197794186,1989-08-23,M,anelemabaso7@hotmail.com,+27675665960,Gauteng,Midrand,2019-08-28,RETAIL,VERIFIED,MEDIUM,True
C0259,Nomsa,Petersen,0102142920084,2004-10-28,M,nomsapetersen593@icloud.com,+27721601296,Free State,Welkom,2017-02-01,PREMIUM,VERIFIED,MEDIUM,True
C0260,Nonhlanhla,Radebe,6802234496188,1987-02-14,M,nonhlanhlaradebe60@yahoo.com,+27639874251,Northern Cape,Kimberley,2016-12-19,RETAIL,VERIFIED,HIGH,False
C0261,Siyabonga,Maharaj,1906059218188,1994-08-27,F,siyabongamaharaj239@yahoo.com,+27694247321,Limpopo,Tzaneen,2015-01-13,RETAIL,VERIFIED,MEDIUM,True
C0262,Ayanda,Mabaso,8209263478083,1975-04-08,F,ayanda_mabaso308@gmail.com,+27796434540,Mpumalanga,Witbank,2015-02-20,RETAIL,VERIFIED,LOW,True
C0263,Sipho,Radebe,1011167774082,1993-03-13,M,siphoradebe918@icloud.com,+27718758960,KwaZulu-Natal,Pietermaritzburg,2024-04-14,CORPORATE,VERIFIED,LOW,True
C0264,Khethukuthula,Pretorius,8106032446180,1980-06-05,F,khethukuthula.pretorius585@hotmail.com,+27837535837,Northern Cape,Kimberley,2019-03-16,PREMIUM,PENDING,MEDIUM,True
C0265,Khethukuthula,Mahlangu,1504127404183,1997-02-09,F,khethukuthula.mahlangu384@yahoo.com,+27614390648,Gauteng,Sandton,2017-01-28,RETAIL,VERIFIED,LOW,True
C0266,Sibusiso,Pillay,0402278456083,1953-04-12,F,sibusisopillay886@icloud.com,+27792943405,North West,Mahikeng,2015-02-03,RETAIL,VERIFIED,MEDIUM,True
C0267,Andile,Van der Merwe,2112100368183,1978-10-15,M,andile_vandermerwe284@yahoo.com,+27816354444,Gauteng,Johannesburg,2024-11-22,PREMIUM,VERIFIED,LOW,True
C0268,Nokukhanya,Du Plessis,1706092319189,1971-12-19,M,nokukhanya_duplessis628@gmail.com,+27718443172,Western Cape,Stellenbosch,2016-02-20,RETAIL,VERIFIED,MEDIUM,True
C0269,Lerato,Zulu,9810217304184,1979-10-25,M,lerato.zulu998@hotmail.com,+27763211157,Mpumalanga,Witbank,2017-01-31,PRIVATE_WEALTH,PENDING,LOW,True
C0270,Precious,Botha,9905126423085,1979-02-19,F,precious.botha67@icloud.com,+27782893930,Eastern Cape,Port Elizabeth,2022-11-19,RETAIL,VERIFIED,LOW,True
C0271,Sandile,Mkhize,2202119111084,1997-10-18,F,sandilemkhize424@icloud.com,+27675088457,Northern Cape,Kimberley,2018-07-26,CORPORATE,VERIFIED,LOW,True
C0272,Mbali,Maharaj,0703221276181,2003-02-16,F,mbalimaharaj100@outlook.com,+27763955709,Mpumalanga,Witbank,2021-11-28,CORPORATE,VERIFIED,LOW,True
C0273,Lwazi,Pillay,6810250003082,1990-08-22,F,lwazipillay592@icloud.com,+27764282741,North West,Rustenburg,2019-08-12,PREMIUM,VERIFIED,LOW,False
C0274,Nompumelelo,Shabalala,1801208362182,1976-05-23,M,nompumeleloshabalala992@outlook.com,+27611014148,Mpumalanga,Witbank,2023-01-21,RETAIL,VERIFIED,LOW,True
C0275,Mbali,Naidoo,1309072841182,1966-11-20,F,mbali_naidoo158@outlook.com,+27693106365,Limpopo,Tzaneen,2018-01-05,RETAIL,VERIFIED,LOW,True
C0276,Nonhlanhla,Mkhize,1308269902189,1966-02-17,F,nonhlanhla_mkhize566@hotmail.com,+27767454441,Western Cape,Stellenbosch,2022-12-20,RETAIL,VERIFIED,LOW,True
C0277,Nokuthula,Mahlangu,1710120548089,1993-05-10,F,nokuthulamahlangu494@gmail.com,+27623383832,Northern Cape,Upington,2021-04-08,RETAIL,VERIFIED,MEDIUM,True
C0278,Thandeka,Abrahams,1009250176187,1995-12-29,F,thandekaabrahams340@hotmail.com,+27746920923,Western Cape,Paarl,2021-08-10,RETAIL,VERIFIED,HIGH,True
C0279,Sandile,Sithole,1801224780084,1993-06-28,M,sandilesithole79@yahoo.com,+27685228713,Gauteng,Centurion,2017-12-21,PREMIUM,VERIFIED,LOW,True
C0280,Lindiwe,Shabalala,0505263869182,1997-04-25,M,lindiwe.shabalala991@outlook.com,+27643586212,KwaZulu-Natal,Ballito,2026-02-14,PREMIUM,VERIFIED,LOW,True
C0281,Tshepo,Molefe,2402022745186,1992-09-22,F,tshepomolefe972@icloud.com,+27814920186,Limpopo,Polokwane,2023-07-09,PREMIUM,VERIFIED,LOW,True
C0282,Nonhlanhla,Nkosi,1009220672088,1981-09-29,F,nonhlanhlankosi879@hotmail.com,+27686619820,Free State,Welkom,2021-01-23,RETAIL,VERIFIED,MEDIUM,True
C0283,Nokuthula,Maseko,2203118972080,1956-02-05,M,nokuthula.maseko538@icloud.com,+27638481668,Eastern Cape,Makhanda,2022-11-19,RETAIL,VERIFIED,LOW,True
C0284,Zanele,Dlamini,2202039907086,2000-10-13,M,zaneledlamini189@gmail.com,+27685942041,Eastern Cape,Makhanda,2025-06-22,PREMIUM,VERIFIED,LOW,False
C0285,Nonhlanhla,Mahlangu,6405251022186,1979-11-05,M,nonhlanhla_mahlangu183@outlook.com,+27762164313,Limpopo,Tzaneen,2026-01-11,CORPORATE,VERIFIED,LOW,True
C0286,Mandla,Mkhize,6608234243080,1956-07-17,M,mandlamkhize257@hotmail.com,+27761314820,Northern Cape,Upington,2026-03-01,RETAIL,VERIFIED,HIGH,True
C0287,Busisiwe,Mkhize,1612258039186,1986-03-28,M,busisiwe.mkhize4@hotmail.com,+27739087731,Limpopo,Tzaneen,2017-09-19,PREMIUM,PENDING,LOW,True
C0288,Thandiwe,Dlamini,1002277530183,1965-11-05,M,thandiwedlamini196@icloud.com,+27697544871,Western Cape,Paarl,2017-05-24,PREMIUM,VERIFIED,LOW,True
C0289,Sibusiso,Mkhize,9704166369088,1977-08-10,F,sibusiso_mkhize990@hotmail.com,+27601621473,Gauteng,Pretoria,2022-08-11,RETAIL,VERIFIED,LOW,True
C0290,Bheki,Van der Merwe,0702022319180,1992-04-10,M,bhekivandermerwe665@yahoo.com,+27641241008,Northern Cape,Kimberley,2018-11-12,PREMIUM,PENDING,MEDIUM,True
C0291,Tshepo,Radebe,9810081033086,1980-04-07,F,tshepo.radebe701@outlook.com,+27823304005,Western Cape,Cape Town,2022-03-19,PRIVATE_WEALTH,VERIFIED,MEDIUM,True
C0292,Andile,Zulu,8603236060087,1971-11-10,M,andile.zulu811@yahoo.com,+27847310431,Western Cape,Paarl,2018-07-16,RETAIL,VERIFIED,LOW,True
C0293,Zanele,Mahlangu,2508232079082,1974-04-23,F,zanele.mahlangu961@icloud.com,+27651631179,Free State,Welkom,2019-01-14,PREMIUM,VERIFIED,LOW,True
C0294,Nompumelelo,Govender,0602171567188,1995-07-15,M,nompumelelogovender676@icloud.com,+27665637668,Mpumalanga,Nelspruit,2016-03-10,RETAIL,VERIFIED,MEDIUM,False
C0295,Thandeka,Botha,0101215966183,1988-12-30,F,thandekabotha825@outlook.com,+27761726746,KwaZulu-Natal,Pietermaritzburg,2017-05-05,PREMIUM,PENDING,LOW,True
C0296,Mthunzi,Du Plessis,2308199498186,1967-10-31,F,mthunzi.duplessis334@yahoo.com,+27672645243,Western Cape,Cape Town,2020-04-26,PREMIUM,PENDING,LOW,True
